Catalog Num,Course Level,Grade Group,Section,Subject,sumHeadcount,Semester,Instructor
1000,1000-1999,Other,1,CS - Computer Science,3,S2015,"DE ST GERMAIN, J. D."
1000,1000-1999,W,1,CS - Computer Science,4,S2015,"DE ST GERMAIN, J. D."
1000,1000-1999,E,1,CS - Computer Science,10,S2015,"DE ST GERMAIN, J. D."
1000,1000-1999,D,1,CS - Computer Science,8,S2015,"DE ST GERMAIN, J. D."
1000,1000-1999,C,1,CS - Computer Science,20,S2015,"DE ST GERMAIN, J. D."
1000,1000-1999,B,1,CS - Computer Science,36,S2015,"DE ST GERMAIN, J. D."
1000,1000-1999,A,1,CS - Computer Science,26,S2015,"DE ST GERMAIN, J. D."
1001,1000-1999,E,1,CS - Computer Science,3,S2015,"DE ST GERMAIN, J. D."
1001,1000-1999,D,1,CS - Computer Science,1,S2015,"DE ST GERMAIN, J. D."
1001,1000-1999,C,1,CS - Computer Science,4,S2015,"DE ST GERMAIN, J. D."
1001,1000-1999,B,1,CS - Computer Science,11,S2015,"DE ST GERMAIN, J. D."
1001,1000-1999,A,1,CS - Computer Science,8,S2015,"DE ST GERMAIN, J. D."
1040,1000-1999,Other,90,CS - Computer Science,1,S2015,"ZACHARY, J. L."
1040,1000-1999,W,90,CS - Computer Science,4,S2015,"ZACHARY, J. L."
1040,1000-1999,E,90,CS - Computer Science,2,S2015,"ZACHARY, J. L."
1040,1000-1999,D,90,CS - Computer Science,5,S2015,"ZACHARY, J. L."
1040,1000-1999,C,90,CS - Computer Science,6,S2015,"ZACHARY, J. L."
1040,1000-1999,B,90,CS - Computer Science,2,S2015,"ZACHARY, J. L."
1040,1000-1999,A,90,CS - Computer Science,27,S2015,"ZACHARY, J. L."
1060,1000-1999,W,1,CS - Computer Science,1,S2015,"HROMATKA, M. T."
1060,1000-1999,E,1,CS - Computer Science,5,S2015,"HROMATKA, M. T."
1060,1000-1999,D,1,CS - Computer Science,2,S2015,"HROMATKA, M. T."
1060,1000-1999,C,1,CS - Computer Science,5,S2015,"HROMATKA, M. T."
1060,1000-1999,B,1,CS - Computer Science,6,S2015,"HROMATKA, M. T."
1060,1000-1999,A,1,CS - Computer Science,12,S2015,"HROMATKA, M. T."
1400,1000-1999,W,1,CS - Computer Science,6,S2015,"JOHNSON, D. E."
1400,1000-1999,E,1,CS - Computer Science,17,S2015,"JOHNSON, D. E."
1400,1000-1999,D,1,CS - Computer Science,4,S2015,"JOHNSON, D. E."
1400,1000-1999,C,1,CS - Computer Science,20,S2015,"JOHNSON, D. E."
1400,1000-1999,B,1,CS - Computer Science,37,S2015,"JOHNSON, D. E."
1400,1000-1999,A,1,CS - Computer Science,58,S2015,"JOHNSON, D. E."
1410,1000-1999,Other,1,CS - Computer Science,2,S2015,"ZACHARY, J. L."
1410,1000-1999,W,1,CS - Computer Science,22,S2015,"ZACHARY, J. L."
1410,1000-1999,E,1,CS - Computer Science,36,S2015,"ZACHARY, J. L."
1410,1000-1999,D,1,CS - Computer Science,3,S2015,"ZACHARY, J. L."
1410,1000-1999,C,1,CS - Computer Science,33,S2015,"ZACHARY, J. L."
1410,1000-1999,B,1,CS - Computer Science,46,S2015,"ZACHARY, J. L."
1410,1000-1999,A,1,CS - Computer Science,43,S2015,"ZACHARY, J. L."
2100,2000-2999,Other,1,CS - Computer Science,2,S2015,"KIRBY II, R. M."
2100,2000-2999,W,1,CS - Computer Science,5,S2015,"KIRBY II, R. M."
2100,2000-2999,E,1,CS - Computer Science,10,S2015,"KIRBY II, R. M."
2100,2000-2999,C,1,CS - Computer Science,11,S2015,"KIRBY II, R. M."
2100,2000-2999,B,1,CS - Computer Science,61,S2015,"KIRBY II, R. M."
2100,2000-2999,A,1,CS - Computer Science,38,S2015,"KIRBY II, R. M."
2420,2000-2999,W,1,CS - Computer Science,11,S2015,"MEYER, M. D."
2420,2000-2999,E,1,CS - Computer Science,12,S2015,"MEYER, M. D."
2420,2000-2999,D,1,CS - Computer Science,7,S2015,"MEYER, M. D."
2420,2000-2999,C,1,CS - Computer Science,17,S2015,"MEYER, M. D."
2420,2000-2999,B,1,CS - Computer Science,60,S2015,"MEYER, M. D."
2420,2000-2999,A,1,CS - Computer Science,81,S2015,"MEYER, M. D."
2960,2000-2999,E,1,CS - Computer Science,ds,S2015,
2960,2000-2999,B,1,CS - Computer Science,ds,S2015,
2960,2000-2999,A,1,CS - Computer Science,ds,S2015,
3011,3000-3999,B,1,CS - Computer Science,2,S2015,"VAN DER MERWE, J. E."
3011,3000-3999,A,1,CS - Computer Science,26,S2015,"VAN DER MERWE, J. E."
3130,3000-3999,W,1,CS - Computer Science,1,S2015,"MESADI, F. B. AND PATWARI, N."
3130,3000-3999,E,1,CS - Computer Science,3,S2015,"MESADI, F. B. AND PATWARI, N."
3130,3000-3999,C,1,CS - Computer Science,6,S2015,"MESADI, F. B. AND PATWARI, N."
3130,3000-3999,B,1,CS - Computer Science,10,S2015,"MESADI, F. B. AND PATWARI, N."
3130,3000-3999,A,1,CS - Computer Science,12,S2015,"MESADI, F. B. AND PATWARI, N."
3200,3000-3999,W,1,CS - Computer Science,8,S2015,"BERZINS, M."
3200,3000-3999,E,1,CS - Computer Science,4,S2015,"BERZINS, M."
3200,3000-3999,C,1,CS - Computer Science,3,S2015,"BERZINS, M."
3200,3000-3999,B,1,CS - Computer Science,26,S2015,"BERZINS, M."
3200,3000-3999,A,1,CS - Computer Science,23,S2015,"BERZINS, M."
3500,3000-3999,W,1,CS - Computer Science,4,S2015,"ZACHARY, J. L."
3500,3000-3999,E,1,CS - Computer Science,3,S2015,"ZACHARY, J. L."
3500,3000-3999,D,1,CS - Computer Science,3,S2015,"ZACHARY, J. L."
3500,3000-3999,C,1,CS - Computer Science,10,S2015,"ZACHARY, J. L."
3500,3000-3999,B,1,CS - Computer Science,21,S2015,"ZACHARY, J. L."
3500,3000-3999,A,1,CS - Computer Science,26,S2015,"ZACHARY, J. L."
3505,3000-3999,W,1,CS - Computer Science,2,S2015,"JENSEN, P. A."
3505,3000-3999,E,1,CS - Computer Science,1,S2015,"JENSEN, P. A."
3505,3000-3999,D,1,CS - Computer Science,2,S2015,"JENSEN, P. A."
3505,3000-3999,C,1,CS - Computer Science,12,S2015,"JENSEN, P. A."
3505,3000-3999,B,1,CS - Computer Science,40,S2015,"JENSEN, P. A."
3505,3000-3999,A,1,CS - Computer Science,95,S2015,"JENSEN, P. A."
3700,3000-3999,B,1,CS - Computer Science,ds,S2015,
3810,3000-3999,E,1,CS - Computer Science,3,S2015,"JENSEN, P. A."
3810,3000-3999,D,1,CS - Computer Science,5,S2015,"JENSEN, P. A."
3810,3000-3999,C,1,CS - Computer Science,10,S2015,"JENSEN, P. A."
3810,3000-3999,B,1,CS - Computer Science,17,S2015,"JENSEN, P. A."
3810,3000-3999,A,1,CS - Computer Science,22,S2015,"JENSEN, P. A."
3992,3000-3999,A,1,CS - Computer Science,10,S2015,"STEVENS, K. S."
4010,4000-4999,B,1,CS - Computer Science,1,S2015,"DE ST GERMAIN, H. J."
4010,4000-4999,A,1,CS - Computer Science,4,S2015,"DE ST GERMAIN, H. J."
4150,4000-4999,E,1,CS - Computer Science,2,S2015,"YUKSEL, C."
