Catalog Num,Course Level,Grade Group,Section,Subject,sumHeadcount,Semester,Instructor
1030,1000-1999,Other,1,CS - Computer Science,1,F2017,"HANSEN, C. D."
1030,1000-1999,W,1,CS - Computer Science,7,F2017,"HANSEN, C. D."
1030,1000-1999,E,1,CS - Computer Science,11,F2017,"HANSEN, C. D."
1030,1000-1999,D,1,CS - Computer Science,7,F2017,"HANSEN, C. D."
1030,1000-1999,C,1,CS - Computer Science,21,F2017,"HANSEN, C. D."
1030,1000-1999,B,1,CS - Computer Science,56,F2017,"HANSEN, C. D."
1030,1000-1999,A,1,CS - Computer Science,62,F2017,"HANSEN, C. D."
1410,1000-1999,Other,1,CS - Computer Science,1,F2017,"ZACHARY, J. L."
1410,1000-1999,W,40,CS - Computer Science,4,F2017,"PARKER, D."
1410,1000-1999,W,30,CS - Computer Science,4,F2017,"PARKER, D."
1410,1000-1999,W,1,CS - Computer Science,17,F2017,"ZACHARY, J. L."
1410,1000-1999,E,40,CS - Computer Science,6,F2017,"PARKER, D."
1410,1000-1999,E,30,CS - Computer Science,13,F2017,"PARKER, D."
1410,1000-1999,E,1,CS - Computer Science,45,F2017,"ZACHARY, J. L."
1410,1000-1999,D,40,CS - Computer Science,5,F2017,"PARKER, D."
1410,1000-1999,D,30,CS - Computer Science,6,F2017,"PARKER, D."
1410,1000-1999,D,1,CS - Computer Science,11,F2017,"ZACHARY, J. L."
1410,1000-1999,C,40,CS - Computer Science,4,F2017,"PARKER, D."
1410,1000-1999,C,30,CS - Computer Science,12,F2017,"PARKER, D."
1410,1000-1999,C,1,CS - Computer Science,26,F2017,"ZACHARY, J. L."
1410,1000-1999,B,40,CS - Computer Science,7,F2017,"PARKER, D."
1410,1000-1999,B,30,CS - Computer Science,17,F2017,"PARKER, D."
1410,1000-1999,B,1,CS - Computer Science,86,F2017,"ZACHARY, J. L."
1410,1000-1999,A,40,CS - Computer Science,15,F2017,"PARKER, D."
1410,1000-1999,A,30,CS - Computer Science,30,F2017,"PARKER, D."
1410,1000-1999,A,1,CS - Computer Science,137,F2017,"ZACHARY, J. L."
1960,1000-1999,Other,1,CS - Computer Science,1,F2017,"JOHNSON, D. E."
1960,1000-1999,W,1,CS - Computer Science,4,F2017,"JOHNSON, D. E."
1960,1000-1999,E,1,CS - Computer Science,4,F2017,"JOHNSON, D. E."
1960,1000-1999,D,1,CS - Computer Science,3,F2017,"JOHNSON, D. E."
1960,1000-1999,C,1,CS - Computer Science,15,F2017,"JOHNSON, D. E."
1960,1000-1999,B,1,CS - Computer Science,28,F2017,"JOHNSON, D. E."
1960,1000-1999,A,1,CS - Computer Science,30,F2017,"JOHNSON, D. E."
2100,2000-2999,W,1,CS - Computer Science,9,F2017,"PHILLIPS, B. W."
2100,2000-2999,E,1,CS - Computer Science,12,F2017,"PHILLIPS, B. W."
2100,2000-2999,D,1,CS - Computer Science,6,F2017,"PHILLIPS, B. W."
2100,2000-2999,C,1,CS - Computer Science,24,F2017,"PHILLIPS, B. W."
2100,2000-2999,B,1,CS - Computer Science,50,F2017,"PHILLIPS, B. W."
2100,2000-2999,A,1,CS - Computer Science,107,F2017,"PHILLIPS, B. W."
2420,2000-2999,W,1,CS - Computer Science,18,F2017,"JENSEN, P. A."
2420,2000-2999,E,1,CS - Computer Science,20,F2017,"JENSEN, P. A."
2420,2000-2999,D,1,CS - Computer Science,10,F2017,"JENSEN, P. A."
2420,2000-2999,C,1,CS - Computer Science,24,F2017,"JENSEN, P. A."
2420,2000-2999,B,1,CS - Computer Science,56,F2017,"JENSEN, P. A."
2420,2000-2999,A,1,CS - Computer Science,63,F2017,"JENSEN, P. A."
3020,3000-3999,C,1,CS - Computer Science,1,F2017,"HOLLERBACH, J. M."
3020,3000-3999,A,1,CS - Computer Science,30,F2017,"HOLLERBACH, J. M."
3100,3000-3999,W,1,CS - Computer Science,6,F2017,"GOPALAKRISHNAN, G."
3100,3000-3999,E,1,CS - Computer Science,5,F2017,"GOPALAKRISHNAN, G."
3100,3000-3999,D,1,CS - Computer Science,1,F2017,"GOPALAKRISHNAN, G."
3100,3000-3999,C,1,CS - Computer Science,5,F2017,"GOPALAKRISHNAN, G."
3100,3000-3999,B,1,CS - Computer Science,46,F2017,"GOPALAKRISHNAN, G."
3100,3000-3999,A,1,CS - Computer Science,51,F2017,"GOPALAKRISHNAN, G."
3130,3000-3999,Other,1,CS - Computer Science,1,F2017,"FLETCHER, P. T."
3130,3000-3999,W,1,CS - Computer Science,4,F2017,"FLETCHER, P. T."
3130,3000-3999,E,1,CS - Computer Science,8,F2017,"FLETCHER, P. T."
3130,3000-3999,D,1,CS - Computer Science,3,F2017,"FLETCHER, P. T."
3130,3000-3999,C,1,CS - Computer Science,14,F2017,"FLETCHER, P. T."
3130,3000-3999,B,1,CS - Computer Science,34,F2017,"FLETCHER, P. T."
3130,3000-3999,A,1,CS - Computer Science,50,F2017,"FLETCHER, P. T."
3500,3000-3999,Other,1,CS - Computer Science,1,F2017,"KOPTA, D. M."
3500,3000-3999,W,1,CS - Computer Science,5,F2017,"KOPTA, D. M."
3500,3000-3999,E,1,CS - Computer Science,10,F2017,"KOPTA, D. M."
3500,3000-3999,D,1,CS - Computer Science,2,F2017,"KOPTA, D. M."
3500,3000-3999,C,1,CS - Computer Science,24,F2017,"KOPTA, D. M."
3500,3000-3999,B,1,CS - Computer Science,73,F2017,"KOPTA, D. M."
3500,3000-3999,A,1,CS - Computer Science,65,F2017,"KOPTA, D. M."
3505,3000-3999,W,1,CS - Computer Science,2,F2017,"JOHNSON, D. E."
3505,3000-3999,E,1,CS - Computer Science,2,F2017,"JOHNSON, D. E."
3505,3000-3999,C,1,CS - Computer Science,2,F2017,"JOHNSON, D. E."
3505,3000-3999,B,1,CS - Computer Science,22,F2017,"JOHNSON, D. E."
3505,3000-3999,A,1,CS - Computer Science,74,F2017,"JOHNSON, D. E."
