Catalog Num,Course Level,Grade Group,Section,Subject,sumHeadcount,Semester,Instructor
1030,1000-1999,W,1,CS - Computer Science,8,F2015,"JOHNSON, D. E."
1030,1000-1999,E,1,CS - Computer Science,12,F2015,"JOHNSON, D. E."
1030,1000-1999,D,1,CS - Computer Science,4,F2015,"JOHNSON, D. E."
1030,1000-1999,C,1,CS - Computer Science,8,F2015,"JOHNSON, D. E."
1030,1000-1999,B,1,CS - Computer Science,34,F2015,"JOHNSON, D. E."
1030,1000-1999,A,1,CS - Computer Science,65,F2015,"JOHNSON, D. E."
1040,1000-1999,Other,90,CS - Computer Science,3,F2015,"ZACHARY, J. L."
1040,1000-1999,W,90,CS - Computer Science,3,F2015,"ZACHARY, J. L."
1040,1000-1999,E,90,CS - Computer Science,4,F2015,"ZACHARY, J. L."
1040,1000-1999,C,90,CS - Computer Science,5,F2015,"ZACHARY, J. L."
1040,1000-1999,B,90,CS - Computer Science,7,F2015,"ZACHARY, J. L."
1040,1000-1999,A,90,CS - Computer Science,19,F2015,"ZACHARY, J. L."
1410,1000-1999,W,40,CS - Computer Science,4,F2015,"PARKER, D."
1410,1000-1999,W,30,CS - Computer Science,1,F2015,"PARKER, D."
1410,1000-1999,W,1,CS - Computer Science,26,F2015,"ZACHARY, J. L."
1410,1000-1999,E,40,CS - Computer Science,10,F2015,"PARKER, D."
1410,1000-1999,E,30,CS - Computer Science,7,F2015,"PARKER, D."
1410,1000-1999,E,1,CS - Computer Science,46,F2015,"ZACHARY, J. L."
1410,1000-1999,D,40,CS - Computer Science,6,F2015,"PARKER, D."
1410,1000-1999,D,30,CS - Computer Science,2,F2015,"PARKER, D."
1410,1000-1999,D,1,CS - Computer Science,8,F2015,"ZACHARY, J. L."
1410,1000-1999,C,40,CS - Computer Science,4,F2015,"PARKER, D."
1410,1000-1999,C,30,CS - Computer Science,3,F2015,"PARKER, D."
1410,1000-1999,C,1,CS - Computer Science,22,F2015,"ZACHARY, J. L."
1410,1000-1999,B,40,CS - Computer Science,15,F2015,"PARKER, D."
1410,1000-1999,B,30,CS - Computer Science,14,F2015,"PARKER, D."
1410,1000-1999,B,1,CS - Computer Science,42,F2015,"ZACHARY, J. L."
1410,1000-1999,A,40,CS - Computer Science,14,F2015,"PARKER, D."
1410,1000-1999,A,30,CS - Computer Science,18,F2015,"PARKER, D."
1410,1000-1999,A,1,CS - Computer Science,55,F2015,"ZACHARY, J. L."
2100,2000-2999,W,1,CS - Computer Science,14,F2015,"GOPALAKRISHNAN, G."
2100,2000-2999,E,1,CS - Computer Science,18,F2015,"GOPALAKRISHNAN, G."
2100,2000-2999,D,1,CS - Computer Science,17,F2015,"GOPALAKRISHNAN, G."
2100,2000-2999,C,1,CS - Computer Science,23,F2015,"GOPALAKRISHNAN, G."
2100,2000-2999,B,1,CS - Computer Science,32,F2015,"GOPALAKRISHNAN, G."
2100,2000-2999,A,1,CS - Computer Science,37,F2015,"GOPALAKRISHNAN, G."
2420,2000-2999,Other,1,CS - Computer Science,1,F2015,"PARKER, D."
2420,2000-2999,W,1,CS - Computer Science,4,F2015,"PARKER, D."
2420,2000-2999,E,1,CS - Computer Science,14,F2015,"PARKER, D."
2420,2000-2999,D,1,CS - Computer Science,15,F2015,"PARKER, D."
2420,2000-2999,C,1,CS - Computer Science,15,F2015,"PARKER, D."
2420,2000-2999,B,1,CS - Computer Science,45,F2015,"PARKER, D."
2420,2000-2999,A,1,CS - Computer Science,26,F2015,"PARKER, D."
2963,2000-2999,D,1,CS - Computer Science,ds,F2015,
3020,3000-3999,C,1,CS - Computer Science,1,F2015,"FLATT, M."
3020,3000-3999,A,1,CS - Computer Science,18,F2015,"FLATT, M."
3100,3000-3999,W,1,CS - Computer Science,5,F2015,"ZACHARY, J. L."
3100,3000-3999,E,1,CS - Computer Science,4,F2015,"ZACHARY, J. L."
3100,3000-3999,D,1,CS - Computer Science,3,F2015,"ZACHARY, J. L."
3100,3000-3999,C,1,CS - Computer Science,40,F2015,"ZACHARY, J. L."
3100,3000-3999,B,1,CS - Computer Science,62,F2015,"ZACHARY, J. L."
3100,3000-3999,A,1,CS - Computer Science,38,F2015,"ZACHARY, J. L."
3130,3000-3999,E,1,CS - Computer Science,6,F2015,"FLETCHER, P. T."
3130,3000-3999,D,1,CS - Computer Science,1,F2015,"FLETCHER, P. T."
3130,3000-3999,C,1,CS - Computer Science,12,F2015,"FLETCHER, P. T."
3130,3000-3999,B,1,CS - Computer Science,37,F2015,"FLETCHER, P. T."
3130,3000-3999,A,1,CS - Computer Science,52,F2015,"FLETCHER, P. T."
3500,3000-3999,W,1,CS - Computer Science,16,F2015,"DE ST GERMAIN, H. J."
3500,3000-3999,E,1,CS - Computer Science,10,F2015,"DE ST GERMAIN, H. J."
3500,3000-3999,D,1,CS - Computer Science,4,F2015,"DE ST GERMAIN, H. J."
3500,3000-3999,C,1,CS - Computer Science,11,F2015,"DE ST GERMAIN, H. J."
3500,3000-3999,B,1,CS - Computer Science,74,F2015,"DE ST GERMAIN, H. J."
3500,3000-3999,A,1,CS - Computer Science,64,F2015,"DE ST GERMAIN, H. J."
3505,3000-3999,W,1,CS - Computer Science,1,F2015,"JOHNSON, D. E."
3505,3000-3999,E,1,CS - Computer Science,1,F2015,"JOHNSON, D. E."
3505,3000-3999,C,1,CS - Computer Science,4,F2015,"JOHNSON, D. E."
3505,3000-3999,B,1,CS - Computer Science,20,F2015,"JOHNSON, D. E."
3505,3000-3999,A,1,CS - Computer Science,26,F2015,"JOHNSON, D. E."
3710,3000-3999,B,1,CS - Computer Science,1,F2015,"BROWN, S. M. AND KALLA, P."
3710,3000-3999,A,1,CS - Computer Science,9,F2015,"BROWN, S. M. AND KALLA, P."
3810,3000-3999,W,1,CS - Computer Science,4,F2015,"BALASUBRAMONIAN, R."
3810,3000-3999,E,1,CS - Computer Science,5,F2015,"BALASUBRAMONIAN, R."
3810,3000-3999,D,1,CS - Computer Science,7,F2015,"BALASUBRAMONIAN, R."
3810,3000-3999,C,1,CS - Computer Science,29,F2015,"BALASUBRAMONIAN, R."
3810,3000-3999,B,1,CS - Computer Science,48,F2015,"BALASUBRAMONIAN, R."
3810,3000-3999,A,1,CS - Computer Science,50,F2015,"BALASUBRAMONIAN, R."
3991,3000-3999,C,1,CS - Computer Science,1,F2015,"BRUNVAND, E. L."
3991,3000-3999,A,1,CS - Computer Science,6,F2015,"BRUNVAND, E. L."
4000,4000-4999,W,1,CS - Computer Science,2,F2015,"DE ST GERMAIN, H. J."
4000,4000-4999,E,1,CS - Computer Science,1,F2015,"DE ST GERMAIN, H. J."
4000,4000-4999,C,1,CS - Computer Science,2,F2015,"DE ST GERMAIN, H. J."
4000,4000-4999,B,1,CS - Computer Science,24,F2015,"DE ST GERMAIN, H. J."
4000,4000-4999,A,1,CS - Computer Science,42,F2015,"DE ST GERMAIN, H. J."
4010,4000-4999,Other,1,CS - Computer Science,ds,F2015,
4010,4000-4999,A,1,CS - Computer Science,ds,F2015,
4300,4000-4999,W,1,CS - Computer Science,1,F2015,"HENDERSON, T. C."
4300,4000-4999,E,1,CS - Computer Science,2,F2015,"HENDERSON, T. C."
4300,4000-4999,C,1,CS - Computer Science,1,F2015,"HENDERSON, T. C."
