Catalog Num,Course Level,Grade Group,Section,Subject,sumHeadcount,Semester,Instructor
1000,1000-1999,Other,1,CS - Computer Science,3,S2016,"DE ST GERMAIN, J. D."
1000,1000-1999,W,1,CS - Computer Science,4,S2016,"DE ST GERMAIN, J. D."
1000,1000-1999,E,1,CS - Computer Science,15,S2016,"DE ST GERMAIN, J. D."
1000,1000-1999,D,1,CS - Computer Science,3,S2016,"DE ST GERMAIN, J. D."
1000,1000-1999,C,1,CS - Computer Science,7,S2016,"DE ST GERMAIN, J. D."
1000,1000-1999,B,1,CS - Computer Science,22,S2016,"DE ST GERMAIN, J. D."
1000,1000-1999,A,1,CS - Computer Science,14,S2016,"DE ST GERMAIN, J. D."
1001,1000-1999,W,1,CS - Computer Science,1,S2016,"DE ST GERMAIN, J. D."
1001,1000-1999,E,1,CS - Computer Science,6,S2016,"DE ST GERMAIN, J. D."
1001,1000-1999,D,1,CS - Computer Science,8,S2016,"DE ST GERMAIN, J. D."
1001,1000-1999,C,1,CS - Computer Science,6,S2016,"DE ST GERMAIN, J. D."
1001,1000-1999,B,1,CS - Computer Science,16,S2016,"DE ST GERMAIN, J. D."
1001,1000-1999,A,1,CS - Computer Science,8,S2016,"DE ST GERMAIN, J. D."
1030,1000-1999,W,1,CS - Computer Science,8,S2016,"JOHNSON, D. E."
1030,1000-1999,E,1,CS - Computer Science,10,S2016,"JOHNSON, D. E."
1030,1000-1999,D,1,CS - Computer Science,2,S2016,"JOHNSON, D. E."
1030,1000-1999,C,1,CS - Computer Science,13,S2016,"JOHNSON, D. E."
1030,1000-1999,B,1,CS - Computer Science,23,S2016,"JOHNSON, D. E."
1030,1000-1999,A,1,CS - Computer Science,38,S2016,"JOHNSON, D. E."
1040,1000-1999,Other,90,CS - Computer Science,1,S2016,"ZACHARY, J. L."
1040,1000-1999,E,90,CS - Computer Science,6,S2016,"ZACHARY, J. L."
1040,1000-1999,C,90,CS - Computer Science,3,S2016,"ZACHARY, J. L."
1040,1000-1999,B,90,CS - Computer Science,4,S2016,"ZACHARY, J. L."
1040,1000-1999,A,90,CS - Computer Science,26,S2016,"ZACHARY, J. L."
1060,1000-1999,W,1,CS - Computer Science,2,S2016,"PHILLIPS, B. W."
1060,1000-1999,E,1,CS - Computer Science,5,S2016,"PHILLIPS, B. W."
1060,1000-1999,D,1,CS - Computer Science,5,S2016,"PHILLIPS, B. W."
1060,1000-1999,C,1,CS - Computer Science,5,S2016,"PHILLIPS, B. W."
1060,1000-1999,B,1,CS - Computer Science,5,S2016,"PHILLIPS, B. W."
1060,1000-1999,A,1,CS - Computer Science,40,S2016,"PHILLIPS, B. W."
1410,1000-1999,W,1,CS - Computer Science,15,S2016,"PARKER, D."
1410,1000-1999,E,1,CS - Computer Science,38,S2016,"PARKER, D."
1410,1000-1999,D,1,CS - Computer Science,12,S2016,"PARKER, D."
1410,1000-1999,C,1,CS - Computer Science,21,S2016,"PARKER, D."
1410,1000-1999,B,1,CS - Computer Science,39,S2016,"PARKER, D."
1410,1000-1999,A,1,CS - Computer Science,44,S2016,"PARKER, D."
2050,2000-2999,W,1,CS - Computer Science,1,S2016,"BRUNVAND, E. L."
2050,2000-2999,E,1,CS - Computer Science,1,S2016,"BRUNVAND, E. L."
2050,2000-2999,B,1,CS - Computer Science,3,S2016,"BRUNVAND, E. L."
2050,2000-2999,A,1,CS - Computer Science,4,S2016,"BRUNVAND, E. L."
2100,2000-2999,W,1,CS - Computer Science,6,S2016,"GOPALAKRISHNAN, G."
2100,2000-2999,E,1,CS - Computer Science,16,S2016,"GOPALAKRISHNAN, G."
2100,2000-2999,C,1,CS - Computer Science,22,S2016,"GOPALAKRISHNAN, G."
2100,2000-2999,B,1,CS - Computer Science,42,S2016,"GOPALAKRISHNAN, G."
2100,2000-2999,A,1,CS - Computer Science,34,S2016,"GOPALAKRISHNAN, G."
2420,2000-2999,W,1,CS - Computer Science,10,S2016,"MEYER, M. D."
2420,2000-2999,E,1,CS - Computer Science,8,S2016,"MEYER, M. D."
2420,2000-2999,D,1,CS - Computer Science,6,S2016,"MEYER, M. D."
2420,2000-2999,C,1,CS - Computer Science,25,S2016,"MEYER, M. D."
2420,2000-2999,B,1,CS - Computer Science,80,S2016,"MEYER, M. D."
2420,2000-2999,A,1,CS - Computer Science,42,S2016,"MEYER, M. D."
3011,3000-3999,D,1,CS - Computer Science,1,S2016,"VAN DER MERWE, J. E."
3011,3000-3999,A,1,CS - Computer Science,30,S2016,"VAN DER MERWE, J. E."
3130,3000-3999,W,1,CS - Computer Science,2,S2016,"COTTER, N. E."
3130,3000-3999,E,1,CS - Computer Science,2,S2016,"COTTER, N. E."
3130,3000-3999,C,1,CS - Computer Science,9,S2016,"COTTER, N. E."
3130,3000-3999,B,1,CS - Computer Science,16,S2016,"COTTER, N. E."
3130,3000-3999,A,1,CS - Computer Science,27,S2016,"COTTER, N. E."
3200,3000-3999,W,1,CS - Computer Science,1,S2016,"BERZINS, M."
3200,3000-3999,E,1,CS - Computer Science,1,S2016,"BERZINS, M."
3200,3000-3999,D,1,CS - Computer Science,1,S2016,"BERZINS, M."
3200,3000-3999,C,1,CS - Computer Science,3,S2016,"BERZINS, M."
3200,3000-3999,B,1,CS - Computer Science,20,S2016,"BERZINS, M."
3200,3000-3999,A,1,CS - Computer Science,14,S2016,"BERZINS, M."
3500,3000-3999,W,1,CS - Computer Science,6,S2016,"ZACHARY, J. L."
3500,3000-3999,E,1,CS - Computer Science,12,S2016,"ZACHARY, J. L."
3500,3000-3999,D,1,CS - Computer Science,4,S2016,"ZACHARY, J. L."
3500,3000-3999,C,1,CS - Computer Science,22,S2016,"ZACHARY, J. L."
3500,3000-3999,B,1,CS - Computer Science,42,S2016,"ZACHARY, J. L."
3500,3000-3999,A,1,CS - Computer Science,33,S2016,"ZACHARY, J. L."
3505,3000-3999,W,1,CS - Computer Science,3,S2016,"JOHNSON, D. E."
3505,3000-3999,E,1,CS - Computer Science,1,S2016,"JOHNSON, D. E."
3505,3000-3999,C,1,CS - Computer Science,5,S2016,"JOHNSON, D. E."
3505,3000-3999,B,1,CS - Computer Science,36,S2016,"JOHNSON, D. E."
3505,3000-3999,A,1,CS - Computer Science,77,S2016,"JOHNSON, D. E."
3700,3000-3999,D,1,CS - Computer Science,1,S2016,"MYERS, C. J."
3700,3000-3999,C,1,CS - Computer Science,3,S2016,"MYERS, C. J."
3700,3000-3999,B,1,CS - Computer Science,3,S2016,"MYERS, C. J."
3700,3000-3999,A,1,CS - Computer Science,3,S2016,"MYERS, C. J."
3810,3000-3999,W,1,CS - Computer Science,7,S2016,"PARKER, D."
3810,3000-3999,E,1,CS - Computer Science,7,S2016,"PARKER, D."
3810,3000-3999,D,1,CS - Computer Science,7,S2016,"PARKER, D."
3810,3000-3999,C,1,CS - Computer Science,13,S2016,"PARKER, D."
3810,3000-3999,B,1,CS - Computer Science,36,S2016,"PARKER, D."
3810,3000-3999,A,1,CS - Computer Science,24,S2016,"PARKER, D."
3992,3000-3999,A,1,CS - Computer Science,8,S2016,"BRUNVAND, E. L."
4000,4000-4999,W,1,CS - Computer Science,1,S2016,"DE ST GERMAIN, H. J."
4000,4000-4999,C,1,CS - Computer Science,1,S2016,"DE ST GERMAIN, H. J."
4000,4000-4999,B,1,CS - Computer Science,6,S2016,"DE ST GERMAIN, H. J."
4000,4000-4999,A,1,CS - Computer Science,15,S2016,"DE ST GERMAIN, H. J."
4010,4000-4999,A,2,CS - Computer Science,ds,S2016,
4010,4000-4999,A,1,CS - Computer Science,ds,S2016,
4150,4000-4999,W,1,CS - Computer Science,8,S2016,"ZACHARY, J. L."
4150,4000-4999,E,1,CS - Computer Science,6,S2016,"ZACHARY, J. L."
4150,4000-4999,D,1,CS - Computer Science,10,S2016,"ZACHARY, J. L."
4150,4000-4999,C,1,CS - Computer Science,29,S2016,"ZACHARY, J. L."
4150,4000-4999,B,1,CS - Computer Science,85,S2016,"ZACHARY, J. L."
4150,4000-4999,A,1,CS - Computer Science,38,S2016,"ZACHARY, J. L."
4190,4000-4999,A,1,CS - Computer Science,ds,S2016,
4480,4000-4999,W,1,CS - Computer Science,1,S2016,"VAN DER MERWE, J. E."
4480,4000-4999,E,1,CS - Computer Science,1,S2016,"VAN DER MERWE, J. E."
4480,4000-4999,D,1,CS - Computer Science,2,S2016,"VAN DER MERWE, J. E."
4480,4000-4999,C,1,CS - Computer Science,16,S2016,"VAN DER MERWE, J. E."
4480,4000-4999,B,1,CS - Computer Science,44,S2016,"VAN DER MERWE, J. E."
4480,4000-4999,A,1,CS - Computer Science,27,S2016,"VAN DER MERWE, J. E."
4500,4000-4999,C,1,CS - Computer Science,7,S2016,"DE ST GERMAIN, H. J."
4500,4000-4999,B,1,CS - Computer Science,26,S2016,"DE ST GERMAIN, H. J."
4500,4000-4999,A,1,CS - Computer Science,34,S2016,"DE ST GERMAIN, H. J."
4540,4000-4999,W,1,CS - Computer Science,11,S2016,"DE ST GERMAIN, H. J."
4540,4000-4999,E,1,CS - Computer Science,4,S2016,"DE ST GERMAIN, H. J."
4540,4000-4999,C,1,CS - Computer Science,5,S2016,"DE ST GERMAIN, H. J."
4540,4000-4999,B,1,CS - Computer Science,17,S2016,"DE ST GERMAIN, H. J."
4540,4000-4999,A,1,CS - Computer Science,34,S2016,"DE ST GERMAIN, H. J."
4940,4000-4999,A,41,CS - Computer Science,ds,S2016,
4940,4000-4999,A,29,CS - Computer Science,ds,S2016,
4940,4000-4999,A,11,CS - Computer Science,ds,S2016,
4950,4000-4999,A,50,CS - Computer Science,ds,S2016,
4950,4000-4999,A,42,CS - Computer Science,ds,S2016,
4950,4000-4999,A,35,CS - Computer Science,ds,S2016,
4950,4000-4999,A,25,CS - Computer Science,ds,S2016,
4950,4000-4999,A,2,CS - Computer Science,ds,S2016,
4960,4000-4999,E,1,CS - Computer Science,1,S2016,"PHILLIPS, B. W."
4960,4000-4999,B,1,CS - Computer Science,1,S2016,"PHILLIPS, B. W."
4960,4000-4999,A,1,CS - Computer Science,3,S2016,"PHILLIPS, B. W."
4962,4000-4999,Other,2,CS - Computer Science,1,S2016,"STOKER, M. L."
4962,4000-4999,Other,1,CS - Computer Science,1,S2016,"STOKER, M. L."
4962,4000-4999,W,2,CS - Computer Science,1,S2016,"STOKER, M. L."
4962,4000-4999,W,1,CS - Computer Science,1,S2016,"STOKER, M. L."
4962,4000-4999,E,2,CS - Computer Science,2,S2016,"STOKER, M. L."
4962,4000-4999,E,1,CS - Computer Science,5,S2016,"STOKER, M. L."
4962,4000-4999,D,2,CS - Computer Science,1,S2016,"STOKER, M. L."
4962,4000-4999,D,1,CS - Computer Science,1,S2016,"STOKER, M. L."
4962,4000-4999,C,1,CS - Computer Science,1,S2016,"STOKER, M. L."
4962,4000-4999,B,2,CS - Computer Science,4,S2016,"STOKER, M. L."
4962,4000-4999,B,1,CS - Computer Science,5,S2016,"STOKER, M. L."
4962,4000-4999,A,2,CS - Computer Science,7,S2016,"STOKER, M. L."
4962,4000-4999,A,1,CS - Computer Science,14,S2016,"STOKER, M. L."
4963,4000-4999,B,1,CS - Computer Science,1,S2016,"COHEN, E."
4963,4000-4999,A,1,CS - Computer Science,21,S2016,"COHEN, E."
4964,4000-4999,W,1,CS - Computer Science,1,S2016,"DENNING, T."
4964,4000-4999,E,1,CS - Computer Science,1,S2016,"DENNING, T."
4964,4000-4999,C,1,CS - Computer Science,4,S2016,"DENNING, T."
4964,4000-4999,B,1,CS - Computer Science,12,S2016,"DENNING, T."
4964,4000-4999,A,1,CS - Computer Science,13,S2016,"DENNING, T."
4970,4000-4999,Other,37,CS - Computer Science,ds,S2016,
4970,4000-4999,B,37,CS - Computer Science,ds,S2016,
4970,4000-4999,A,26,CS - Computer Science,ds,S2016,
4970,4000-4999,A,8,CS - Computer Science,ds,S2016,
4970,4000-4999,A,6,CS - Computer Science,ds,S2016,
4970,4000-4999,A,5,CS - Computer Science,ds,S2016,
4970,4000-4999,A,1,CS - Computer Science,ds,S2016,
4992,4000-4999,A,1,CS - Computer Science,ds,S2016,
4998,4000-4999,A,2,CS - Computer Science,ds,S2016,
4998,4000-4999,A,1,CS - Computer Science,ds,S2016,
4999,4000-4999,Other,3,CS - Computer Science,ds,S2016,
4999,4000-4999,A,2,CS - Computer Science,ds,S2016,
4999,4000-4999,A,1,CS - Computer Science,ds,S2016,
5020,5000-5999,A,1,CS - Computer Science,ds,S2016,
5110,5000-5999,A,1,CS - Computer Science,8,S2016,"RAKAMARIC, Z."
5140,5000-5999,C,1,CS - Computer Science,5,S2016,"PHILLIPS, J."
